id,city
873,"Harvey County, KS"
1190,Hawaii County
1536,Hawaii Department of Transportation
1937,Helix Water District
607,"Hennepin County, MN"
299,"Henry County, GA"
1191,Hillsborough Township
1901,"Hoke County, NC"
880,"Hot Springs Village, AR"
889,"Howard County Government, IN"
1192,"Hunterdon County, NJ"
1193,Illinois Medical District
302,Inland Empire Utilities Agency
608,Iowa Department of Natural Resources
609,Jackson County Board of Commissioners
1194,"James City County, VA"
854,"Jefferson City, MO"
1504,Jerome Township
1898,Jersey City Municipal Utilities Authority
1195,"Johnson County, KS"
1196,Jones County Board of Commissioners
1198,Jordan Valley Water Conservancy District
610,Kansas City Water
80,"Kent County, MI"
1199,Kentuckiana Regional Planning and Development Agency
712,Kershaw County
1664,"King County, WA"
796,"King County, Washington"
1463,Kingsbury General Improvement District
1809,"Kitsap County, WA"
927,LA Sanitation
,
714,Lake County Forest Preserve District
1201,"Lake County, IL"
1200,Lake Havasu City
1425,Lakewood Police Department
1202,Lakewood Township MUA
1203,Lancaster Area Sewer Authority
1762,"Lander University, SC"
1204,"Lane County, OR"
1471,"Lapeer County Central Dispatch, MI"
1205,"Larimer County, WY"
611,Leavenworth County Kansas
1206,"Lenawee County, MI"
1207,"Lenoir County, NC"
1208,Lewis County Chamber of Commerce
1545,"Lexington, NC"
1450,"Liberty County Information Technology, GA"
1209,"Livingston County, MI"
1210,London Borough of Newham
1932,Long Beach Water Department
613,"Los Alamos County, NM"
1211,Los Angeles Department of Water and Power
614,"Louisiana House of Representatives, District 70"
1763,Louisville Metropolitan Sewer District
928,Lower Raritan Watershed Partnership
1764,Lowndes County Board of Commissioners
1212,"Lowndes County, GA"
1213,"Macomb County Government, IL"
1214,"Macon-Bibb County Government, GA"
1215,"Madison County, IL"
1216,Madison Water Utility
615,Malaga County Water District
802,"Marin County, CA"
1473,Marin Municipal Water District
616,Marina Coast Water District
617,"Marion County, SC"
1217,"Markham, ON, Canada"
1925,"Martin County, FL"
1218,"McCall, ID"
705,McHenry County Conservation District
1219,"McLean County Government, IL"
1220,"McPherson County, KS"
1221,Mercer County Board of Social Services
1222,Meridian Charter Township
1565,Merrimack Valley Regional Transit Authority (MVRTA)
1804,Mesa Water District
618,Metropolitan Sewer District of Greater Cincinnati
127,Metropolitan St. Louis Sewer District
898,Metropolitan Transit Authority
1824,"Metropolitan Transit Commission, Oakland, CA"
1223,Metropolitan Water District of Southern California
619,Metropolitan Water Reclamation District of Greater Chicago
620,"Miami County, Kansas"
1224,"Miami-Dade County, FL"
48,Miami-Dade Water and Sewer Department
621,Michigan Department of Transportation
1666,Mid-Peninsula Water District
622,Middlesex County Board of Social Services
1225,Middlesex Regional Educational Services Commission
,
,Milwaukee Metropolitan Sewerage District
623,"Minnehaha County, ND"
1227,Mobile County License Commision
1228,Mojave Water Agency
624,"Monmouth County, NJ"
1229,Monte Vista Water District
1765,Monterey County
,
625,Montgomery County Planning Commission
1923,"Morgan County, GA"
1231,Moulton Niguel Water District
626,"Mount Prospect, IL"
1483,MT Department of Labor & Industry
1918,Mukilteo School District
1619,Municipal Association of SC
1232,"Municipality of Princeton, NJ"
1663,Municipality of Tijuana
81,Nassau County
1530,"National City, CA"
730,Navajo County
361,Nebraska City
1451,Nebraska DHHS
1485,"Neptune Township, NJ"
1236,Nevada Department of Health & Human Services
1237,Nevada Department of Transportation
1445,New Castle County
1938,New Jersey Education Facilities Authority
1238,"New Providence BoED, NJ"
1239,New York City Housing Authority
886,New York State Assembly
1549,"Newberry County, SC"
1499,Newton County Board of Commissioners
1240,NJ Turnpike Authority
1913,"Noble County Government, IN"
1241,North Hardin WSC
1847,"North Hudson Sewerage Authority, NJ"
36,Northeast Ohio Regional Sewer District
929,Northern AZ Municipal Water Users Assoc.
631,Northern Illinois University
1242,Northwest Colorado Council of Governments
1766,NV Attorney General
1234,NV Dept of Transportation
1235,NY Army National Guard
1834,NYCDOT
47,Nye County
1573,Oak Brook Park District
1243,"Oakland County, CA"
930,"Oakland County, MI"
1244,"Ocean County Utilities Authority, NJ"
1245,Orange County Sheriff's Office
1570,Orange County Water District
632,"Orange County, CA"
931,"Orange County, NC"
1247,Oregon Department of Transportation
1519,"Palatine Park District, IL"
1248,Palmdale Water District
1767,Park District of Oak Park IL
336,"Park Ridge Parks, IL"
1249,Pasadena Water & Power
1768,"Pasco County Government, FL"
1250,"Paulding County, GA"
1251,"Pender County, NC"
1252,Philadelphia Office of Emergency Management
1868,Philadelphia Water Department
777,"Pima County, AZ"
932,"Pinellas County, FL"
825,"Pitt County, NC"
1253,Pittsburgh Water and Sewer Authority
,
,Plaquemines Parish
1634,"Pokagon Band of Potawatomi, MI"
1254,Polk County Clerk of Courts & Comptroller
1856,Port of San Diego
394,Port of San Francisco
13,"Port Orchard, WA"
1769,"Portland Water District, ME"
1255,"Prairie View Village, KS"
1512,"Prince George's County, MD"
934,"Prince William County, VA"
1491,"Princeton, NJ"
1256,Fort Bend Municipal Utility District No. 142
1422,National Association of State Workforce Agencies
1423,Sabine Parish Police Jury
1424,"Providence Water Supply Board, RI"
100,"State of Oregon, Department of Administrative Services"
1426,UNC-Environmental Finance Center
1427,Purissima Hills Water District
633,Rankin County Sheriff's Office
1257,Hellenic Republic
1431,Readington Township
1921,Riley County Police Department
1258,"Riley County, KS"
1259,"Rio Rancho, MN"
1470,NOAA
1443,"Rockaway Township, NJ"
,
1446,"Rockford Park District, IL"
1262,Rosebud Sioux Tribe
1589,"Roswell, GA"
121,"Rutland Regional Planning Commission, VT"
753,Sacramento County
1455,Saint Paul Regional Water Services
1770,"Saline County, KS"
1268,Salt Lake County
635,San Antonio River Authority
935,Scottsdale
1458,Monmouth
1459,Philadelphia
1460,San Bernardino Valley Municipal Water District
636,San Diego Gas & Electric
734,San Diego Local Agency Formation Commission (LAFCO)
1416,SeaTac
1464,San Diego Water Authority
741,San Francisco Bay Conservation & Development Commission
804,San Francisco Municipal Transportation Agency
1876,San Francisco Public Utilities Commission
637,San Gabriel Valley Municipal Water District
638,"San Jacinto, CA"
838,San Lorenzo Valley Water District
1771,Lorain
1476,San Mateo County
18,MARYVILLE
1478,San Miguel County
1627,"Sangamon County, IL"
1269,"Sanilac County, MI"
1270,Santa Ana Watershed Project Authority
639,"Santa Clara County, CA"
1415,Santa Clara Valley Water District
640,Santa Cruz Water Commission
641,Santa Fe County
642,Santa Margarita Water District
643,"Sauk County, WI"
1271,"SC Department of Revenue, SC"
1263,"SC Public Service Commission, SC"
1264,"SC Retirement Systems, SC"
1265,"SC Student Loan Corporation, SC"
1266,Miami-Dade
1494,"SC Technical College System, SC"
1267,Veteran's Affairs
1496,Clark County
1497,ATHENS
1498,Schaumburg Park District
1272,Morrisville
1500,School District of Palm Beach County
882,"Sedgwick County, KS"
1273,Sewerage and Water Board of New Orleans
936,Shawnee County
1274,Silicon Valley Clean Water
1772,"Somerset County, NJ"
1514,Soquel Creek Water District
644,South Carolina Department of Health and Environmental Control
1276,South Carolina Legislature
1277,South Carolina Public Employee Benefit Authority
1278,South Coast Water District
645,South Norwalk Electric and Water
1773,"South St. Paul, MN"
1429,"Spartanburg County, SC"
1279,"Spotsylvania County, VA"
1280,MD DHCD
1524,Austintown
1525,"St Clair County Commission, AL"
1281,St. Charles Park District
1282,Stafford County
1647,WSDOT
1532,State Law Enforcement Division - SC
1283,California Governor\'s Office of Emergency Services
1534,State of California
1452,State of Georgia - Department of Agriculture
1284,State of Hawaii
1462,State of Illinois
895,State of Maryland
1584,State of Massachusetts
868,State of North Carolina working with all 100 counties
1544,State of Michigan/DTMB/CSS
1285,State of Minnesota
1448,State of Nevada - Department of Administration
1286,State of Nevada - Department of Health & Human Services
1287,Naval Air Warfare Center Aircraft Div.
1557,State of New Mexico
,
,State of New York
1538,State of North Carolina
1489,Metropolitan Water and Sewer District Southern California
1563,State of Oregon Dept of Land Conservation & Development
1841,Corcoran
1566,State of Texas
1640,State of Washington
1486,State of Wyoming
1873,Stockholm Water and Waste
876,Stony Brook Regional Sewerage Authority
1288,"Suffolk County, NY"
1774,Summit County Government
1475,"Summit County, UT"
1579,Tahoe Regional Planning Agency
937,Tallahasse-Leon County Florida
1467,"Tampa, FL"
766,"Taos Pueblo, NM"
1520,"Tazewell County, IL"
1289,Texas Water Development Board
1775,Thames coromandel district council
770,"The Metropolitan District Commission - Hartford, CT"
841,"The Northwestern Water and Sewer District, OH"
836,"The Regional Municipality of York, CAN"
119,"The Town of Orangetown, SC"
125,Thompson Household
1776,Texas
1597,Touloume Utilities District
648,Town of Aberdeen
1821,"Town of Acton, MA"
1291,"Town of Alta, UT"
649,"Town of Amalga, UT"
650,"Town of Amherst, MA"
772,"Town of Apex, NC"
1292,"Town of Arlington, MA"
12,"Town of Bernalillo, NM"
20,"Town of Berthoud, CO"
651,Town of Beulaville
1777,"Town of Blacksburg, VA"
328,"Town of Bloomfield, CT"
1293,"Town of Brookfield, CT"
1294,"Town of Brookline, MA"
1295,"Town of Camp Verde, AZ"
652,"Town of Cape Charles, VA"
707,"Town of Carbondale, CO"
842,Town of Castle Rock
1778,Stamford (CT) Downtown Special Services District
1637,"Town of Cheyenne Wells, WY"
653,"Town of Christiansburg, VA"
840,"Town of Clarkdale, AZ"
654,Town of Colchester
1832,Town of Crested Butte
1779,Town of Dillon
1780,Town of Dryden
1895,"Town of Durham, CT"
112,"Town of East Greenwich, RI"
1296,"Town of East Hartford, CT"
817,Town of East Spencer
1781,"Town of Enfield, CT"
1297,"Town of Erie, CO"
655,"Town of Fairfield, CT"
1298,"Town of Falmouth, ME"
1299,Town of Federalsburg
1652,"Town of Florence, AZ"
656,Town of Fort Laramie
1782,"Town of Frederick, CO"
657,"Town of Frisco, CO"
1783,Town of Garland
1784,"Town of Glastonbury, CT"
1300,"Town of Glocester, RI"
1301,"Town of Greenwich, CT"
1302,"Town of Groton, CT"
1303,Town of Guilford
1527,"Town of Halifax, MA"
1410,"Town of Hamden, CT"
282,"Town of Harrison, NJ"
1304,Town of Highlands
1785,"Town of Hillsborough, CA"
837,"Town of Ipswich, MA"
1435,"Town of Johnstown, CO"
658,"Town of Ledyard, CT"
1305,"Town of Lexington, MA"
1306,"Town of Lincoln, MA"
1307,Carollo Engineers
1684,"Town of Lochbuie, CO"
659,Town of Manchester by the Sea
1503,"Town of Manchester, CT"
1308,"Town of Mancos, CO"
660,"Town of Mansfield, CT"
1309,"Town of Marana, AZ"
799,"Town of Mead, CO"
1786,"Town of Middletown, RI"
1310,Town of Morristown
1787,"Town of Morrisville, NC"
661,"Town of Narragansett, RI"
1311,"Town of Newington, CT"
1312,"Town of Normal, IL"
1313,Town of North Branford
1648,"Town of North Haven, CT"
1314,"Town Of North Kingstown, RI"
1290,"Town of Oak Grove, LA"
662,"Town of Palisade, CO"
663,"Town of Pantego, Texas"
1488,"Town of Penfield, NY"
1480,"Town of Portsmouth, RI"
385,"Town of Prosper, TX"
1315,Town of Queen Creek
1788,"Town of Red River, NM"
664,"Town of Ridgefield, CT"
1316,"Town of Ridgway, CO"
1441,Town of Rolesville
1789,"Town of Severance, Co"
665,"Town of Shrewsbury,  MA"
1409,"Town of Simsbury, CT"
1317,"Town of South Fork, CO"
666,"Town of South Kingstown, RI"
823,"Town of South Windsor, CT"
1318,Town of St. Michaels
1790,Town of Stem
1791,"Town of Stockton, UT"
667,Town of Stonington IT Department
1319,"Town of Stratford, CT"
1320,"Town of Sturbridge, MA"
1440,Town of Trumbull
1321,"Town of Vail, CO"
1792,"Town of Vernon, CT"
1322,"Town of Wallingford, CT"
1323,"Town of Watertown, CT"
1324,"Town of Wellington, CO"
1793,"Town of West Hartford, CT"
1325,Town of West Springfield
1794,"Town of Westwood, MA"
1326,"Town of Wilton, CT"
1327,Town of Windsor (CA)
668,Town of Winter Park
1795,Town of Yorktown
1593,Town of Zebulon
1796,Town Trail Creek
1628,"Township of Bloomfield, NJ"
1328,"Township of Denville, NJ"
1329,"Township of Franklin, NJ"
821,"Township of Hillsborough, NJ"
1330,"Township of Holmdel, NJ"
1331,"Township of Livingston, NJ"
1332,"Township of Middletown, NJ"
816,"Township of Montclair, NJ"
1333,Township of Mount Olive New Jersey
1899,"Township of North Brunswick, NJ"
1334,"Township of Old Bridge, NJ"
1335,"Township of Parsippany-Troy Hills, NJ"
1336,"Township of Plainsboro, NJ"
1337,"Township of Plymouth, MI"
1338,"Township of Roxbury,  NJ"
1339,"Township of South Brunswick, NJ"
1340,"Township of South Orange Village, NJ"
1341,Township of Verona
1903,"Township of Wayne, NJ"
1343,"Township of West Milford, NJ"
1344,Kansas City Water Services
1760,"Township of Woodbridge, NJ"
1345,Truckee Meadows Water Authority
839,Tuckaseigee Water and Sewer Authority (TWSA)
1797,Tucson Water
669,"Tuscola County, MI"
1346,Two Rivers Water Reclamation Authority
1347,"Ulster County Government, NY"
1914,United States Government Accountability Office
1630,US Bureau of Labor Statistics
1646,Utah Office of Outdoor Recreation
1437,Valley Of The Moon Water District
1798,"Van Buren County, MI"
1350,"Van Buren Township, MI"
1351,Ventura County
672,Ventura County Public Works
1799,"Village Of Addison, IL"
1352,"Village of Antioch, IL"
1353,"Village of Arlington Heights, IL"
1354,"Village of Barrington, IL"
1355,"Village of Bartlett, IL"
1356,"Village of Bayside, WI"
297,"Village of Bloomingdale, IL"
1357,"Village of Bolingbrook, IL"
1358,"Village of Carol Stream, IL"
1359,"Village of Cloudcroft, NM"
673,"Village of Deerfield, iL"
1360,"Village of Downers Grove, IL"
1361,"Village of Flossmoor, IL"
1362,"Village of Glen Ellyn, IL"
1363,"Village of Glencoe, IL"
1364,"Village of Godfrey, IL"
1479,"Village of Gurnee, IL"
1365,"Village of Hanover Park, IL"
674,"Village of Hoffman Estates, IL"
1366,Village of Homer Glen
1622,"Village of Island Lake, IL"
1367,Village of Lake Barrington
761,"Village of Lake In The Hills, IL"
1368,"Village of Lake Zurich, IL"
1369,"Village of Lombard, IL"
1370,"Village of Mayfield, NY"
344,"Village of Maywood, IL"
675,"Village of Mc Farland, WI"
1461,The Atlas Community Team
1806,"Village of Milford, MI"
58,"Village of Minooka, IL"
1371,"Village of Morton Grove, IL"
1372,"Village of Mount Prospect, IL"
1373,"Village of Mundelein, IL"
1374,"Village of Niles, IL"
1375,"Village of North Aurora, IL"
1376,Manhattan Community Board 5
1831,"Village of Northbrook, IL"
1377,"Village of Oak Brook, IL"
1378,"Village of Oak Park, IL"
1379,"Village of Orland Park, IL"
1380,"Village of Oswego, IL"
1381,"Village of Palatine, IL"
1382,The Atlas City Advisory Team
1846,Village of Palm Springs
1581,Sabine River Authority of Texas- Environmental Services Division
1848,SAN LUIS OBISPO
1849,"Village of Pinehurst, NC"
1383,"Village of Plainfield, IL"
1384,"Village of Questa, NM"
676,"Village of Romeoville, IL"
1385,"Village of Rosemont, IL"
1386,U.S. EPA
1859,"Village of Schaumburg, IL"
1387,Minnesota IT Services
1864,"Village of Skokie, IL"
1388,"Village of Streamwood, IL"
1389,"Village of Taos Ski Valley, NM"
677,"Village of Tijeras, NM"
678,Village of Tinley Park
1662,"Village of Villa Park,  IL"
,
1391,"Village of Western Springs, IL"
1392,"Village of Wheeling, IL"
1393,"Village of Wilmette, IL"
1394,HOUMA
1900,"Village of Winneconne, WI"
69,Walker County
1609,"Washington City, UT"
1396,Hillsborough
1904,Washington Metrorail Safety Commission
864,California Governor/'s Office of Business and Economic Development
1910,Washington state
1533,Washington State DOT
939,"Washington Township Morris, NJ"
1397,"Washoe County, NV"
1540,Washtenaw County Water Resources Commissioner's Office
1670,"Washtenaw County, MI"
57,Water Environment Federation (WEF)
1800,Waterfront Toronto
938,"Waukegan Park District, IL"
1398,"Wayne County, NC"
948,West Basin Municipal Water District
681,West Kern Water District
682,"West Windsor Township, NJ"
1399,Western Municipal Water District
1801,Westmoreland County
1649,Wilmette Park District
1400,Wisconsin Department of Transportation
1916,"Wise County, Virginia"
1517,"Woodbridge Township School District, NJ"
1401,Woodridge Park District
1402,Workplace Safety and Insurance Board
1675,"WSSC Water, MD"
744,Yorba Linda Water District
683,"York County, SC"
1403,Yuba County Water Agency
684,"City of Chaska, MN"
,"City of Mendota Heights, MN"
,City of Washington DC Police Department
,"City of Richmond, CA Police Department "
,"Clackamas County, OR Police Department"
,"San Antonio, TX Police Department"
,City of Pismo Beach
,"City of Milwaukee, MN"
,New York City School Construction Authority IT Department
,Utah Department of Technology Services
,United Kingdom's Driver and Vehicle Licensing Agency (DVLA)
,Seattle IT Department
,St. George Energy Services
,Independence Power and Light Department
,City of Louisville
,
,City of Mount Vernon
,"Rockford, IL IT Department"
,"City of Hagerstown, MD"
,
,
,Town of Glendale Heights 
,Town of West Dundee
,
,City of Kansas City
,City of Marietta
,City of Washington DC
,
1553,"Harris County, TX"
,
,Georgia Department of Education
